id,obstimeJST,type,geometry
nowc_20240920000500_20240920000500_liden_0,2024-09-20 09:00:00.860,1,POINT (139.79 38.083)
nowc_20240920000500_20240920000500_liden_1,2024-09-20 09:00:01.300,0,POINT (139.872 38.05)
nowc_20240920000500_20240920000500_liden_2,2024-09-20 09:00:03.610,0,POINT (138.493 38.145)
nowc_20240920000500_20240920000500_liden_3,2024-09-20 09:00:11.950,1,POINT (137.905 38.324)
nowc_20240920000500_20240920000500_liden_4,2024-09-20 09:00:15.340,1,POINT (138.574 38.365)
nowc_20240920000500_20240920000500_liden_5,2024-09-20 09:00:15.930,0,POINT (138.476 38.514)
nowc_20240920000500_20240920000500_liden_6,2024-09-20 09:00:15.930,1,POINT (138.508 38.35)
nowc_20240920000500_20240920000500_liden_7,2024-09-20 09:00:16.230,0,POINT (138.48 38.157)
nowc_20240920000500_20240920000500_liden_8,2024-09-20 09:00:19.040,0,POINT (138.025 38.352)
nowc_20240920000500_20240920000500_liden_9,2024-09-20 09:00:24.350,0,POINT (138.476 38.181)
nowc_20240920000500_20240920000500_liden_10,2024-09-20 09:00:28.900,0,POINT (137.857 38.28)
nowc_20240920000500_20240920000500_liden_11,2024-09-20 09:00:31.760,0,POINT (138.425 38.168)
nowc_20240920000500_20240920000500_liden_12,2024-09-20 09:00:33.250,1,POINT (137.977 38.434)
nowc_20240920000500_20240920000500_liden_13,2024-09-20 09:00:33.300,0,POINT (138.006 38.372)
nowc_20240920000500_20240920000500_liden_14,2024-09-20 09:00:33.480,0,POINT (137.939 38.454)
nowc_20240920000500_20240920000500_liden_15,2024-09-20 09:00:34.260,1,POINT (138.766 38.214)
nowc_20240920000500_20240920000500_liden_16,2024-09-20 09:00:37.440,0,POINT (137.674 38.259)
nowc_20240920000500_20240920000500_liden_17,2024-09-20 09:00:42.320,0,POINT (137.983 38.281)
nowc_20240920000500_20240920000500_liden_18,2024-09-20 09:00:57.110,1,POINT (137.911 38.328)
nowc_20240920000500_20240920000500_liden_19,2024-09-20 09:00:57.430,0,POINT (137.984 38.381)
nowc_20240920000500_20240920000500_liden_20,2024-09-20 09:01:02.240,0,POINT (137.865 38.255)
nowc_20240920000500_20240920000500_liden_21,2024-09-20 09:01:03.040,1,POINT (137.831 38.324)
nowc_20240920000500_20240920000500_liden_22,2024-09-20 09:01:03.070,0,POINT (138.03 38.32)
nowc_20240920000500_20240920000500_liden_23,2024-09-20 09:01:06.710,1,POINT (137.932 38.281)
nowc_20240920000500_20240920000500_liden_24,2024-09-20 09:01:09.740,0,POINT (138.008 38.326)
nowc_20240920000500_20240920000500_liden_25,2024-09-20 09:01:10.160,0,POINT (138.363 38.183)
nowc_20240920000500_20240920000500_liden_26,2024-09-20 09:01:10.270,0,POINT (137.944 38.363)
nowc_20240920000500_20240920000500_liden_27,2024-09-20 09:01:12.950,0,POINT (137.948 38.312)
nowc_20240920000500_20240920000500_liden_28,2024-09-20 09:01:18.290,0,POINT (138.474 38.195)
nowc_20240920000500_20240920000500_liden_29,2024-09-20 09:01:19.020,1,POINT (137.963 38.333)
nowc_20240920000500_20240920000500_liden_30,2024-09-20 09:01:20.250,1,POINT (139.482 38.239)
nowc_20240920000500_20240920000500_liden_31,2024-09-20 09:01:32.160,0,POINT (137.901 38.348)
nowc_20240920000500_20240920000500_liden_32,2024-09-20 09:01:32.840,1,POINT (138.51 38.186)
nowc_20240920000500_20240920000500_liden_33,2024-09-20 09:01:38.520,0,POINT (138.378 38.136)
nowc_20240920000500_20240920000500_liden_34,2024-09-20 09:01:41.970,1,POINT (137.946 38.32)
nowc_20240920000500_20240920000500_liden_35,2024-09-20 09:01:53.450,0,POINT (138.376 38.26)
nowc_20240920000500_20240920000500_liden_36,2024-09-20 09:01:54.280,1,POINT (138.62 38.345)
nowc_20240920000500_20240920000500_liden_37,2024-09-20 09:01:54.400,0,POINT (138.024 38.357)
nowc_20240920000500_20240920000500_liden_38,2024-09-20 09:01:54.680,0,POINT (138.51 38.319)
nowc_20240920000500_20240920000500_liden_39,2024-09-20 09:01:54.680,0,POINT (138.353 38.404)
nowc_20240920000500_20240920000500_liden_40,2024-09-20 09:01:54.680,1,POINT (138.503 38.319)
nowc_20240920000500_20240920000500_liden_41,2024-09-20 09:01:54.680,0,POINT (138.315 38.335)
nowc_20240920000500_20240920000500_liden_42,2024-09-20 09:01:54.680,1,POINT (138.501 38.329)
nowc_20240920000500_20240920000500_liden_43,2024-09-20 09:01:54.850,0,POINT (138.614 38.253)
nowc_20240920000500_20240920000500_liden_44,2024-09-20 09:01:54.890,0,POINT (138.622 38.356)
nowc_20240920000500_20240920000500_liden_45,2024-09-20 09:01:55.260,0,POINT (138.028 38.357)
nowc_20240920000500_20240920000500_liden_46,2024-09-20 09:01:55.720,0,POINT (137.879 38.366)
nowc_20240920000500_20240920000500_liden_47,2024-09-20 09:01:57.330,0,POINT (135.049 38.008)
nowc_20240920000500_20240920000500_liden_48,2024-09-20 09:02:04.370,0,POINT (137.873 38.283)
nowc_20240920000500_20240920000500_liden_49,2024-09-20 09:02:04.690,0,POINT (137.851 38.361)
nowc_20240920000500_20240920000500_liden_50,2024-09-20 09:02:05.060,0,POINT (137.964 38.337)
nowc_20240920000500_20240920000500_liden_51,2024-09-20 09:02:05.600,0,POINT (137.873 38.321)
nowc_20240920000500_20240920000500_liden_52,2024-09-20 09:02:08.110,0,POINT (138.386 38.187)
nowc_20240920000500_20240920000500_liden_53,2024-09-20 09:02:14.520,0,POINT (137.932 38.391)
nowc_20240920000500_20240920000500_liden_54,2024-09-20 09:02:17.830,1,POINT (138.013 38.316)
nowc_20240920000500_20240920000500_liden_55,2024-09-20 09:02:18.950,0,POINT (138.391 38.163)
nowc_20240920000500_20240920000500_liden_56,2024-09-20 09:02:23.560,1,POINT (138.949 37.382)
nowc_20240920000500_20240920000500_liden_57,2024-09-20 09:02:24.540,1,POINT (139.978 38.108)
nowc_20240920000500_20240920000500_liden_58,2024-09-20 09:02:24.540,0,POINT (140.038 38.203)
nowc_20240920000500_20240920000500_liden_59,2024-09-20 09:02:24.550,0,POINT (139.942 38.058)
nowc_20240920000500_20240920000500_liden_60,2024-09-20 09:02:24.850,0,POINT (140.1 38.137)
nowc_20240920000500_20240920000500_liden_61,2024-09-20 09:02:29.810,1,POINT (139.749 38.087)
