id,obstimeJST,type,geometry
nowc_20240814000000_20240814000000_liden_0,2024-08-14 08:55:32.130,0,POINT (123.615 26.861)
nowc_20240814000000_20240814000000_liden_1,2024-08-14 08:55:32.390,1,POINT (123.723 26.724)
nowc_20240814000000_20240814000000_liden_2,2024-08-14 08:55:40.930,0,POINT (125.43 28.194)
nowc_20240814000000_20240814000000_liden_3,2024-08-14 08:56:01.010,0,POINT (123.616 26.873)
nowc_20240814000000_20240814000000_liden_4,2024-08-14 08:56:02.230,0,POINT (126.319 26.718)
nowc_20240814000000_20240814000000_liden_5,2024-08-14 08:56:09.040,1,POINT (123.73 26.739)
nowc_20240814000000_20240814000000_liden_6,2024-08-14 08:56:16.510,0,POINT (125.651 26.872)
nowc_20240814000000_20240814000000_liden_7,2024-08-14 08:56:41.820,0,POINT (126.326 28.142)
nowc_20240814000000_20240814000000_liden_8,2024-08-14 08:56:55.950,1,POINT (122.158 26.39)
nowc_20240814000000_20240814000000_liden_9,2024-08-14 08:57:27.160,0,POINT (123.624 26.904)
nowc_20240814000000_20240814000000_liden_10,2024-08-14 08:57:36.780,0,POINT (123.729 26.73)
nowc_20240814000000_20240814000000_liden_11,2024-08-14 08:58:02.120,0,POINT (123.625 26.895)
nowc_20240814000000_20240814000000_liden_12,2024-08-14 08:58:41.220,1,POINT (123.743 26.705)
nowc_20240814000000_20240814000000_liden_13,2024-08-14 08:59:41.430,0,POINT (123.64 26.89)
nowc_20240814000000_20240814000000_liden_14,2024-08-14 08:59:44.420,0,POINT (123.669 27.734)
nowc_20240814000000_20240814000000_liden_15,2024-08-14 08:59:50.080,0,POINT (126.327 28.155)
nowc_20240814000000_20240814000000_liden_16,2024-08-14 08:55:00.980,4,POINT (125.708 30.992)
nowc_20240814000000_20240814000000_liden_17,2024-08-14 08:55:01.960,4,POINT (126.437 28.136)
nowc_20240814000000_20240814000000_liden_18,2024-08-14 08:55:32.390,4,POINT (123.725 26.731)
nowc_20240814000000_20240814000000_liden_19,2024-08-14 08:55:32.540,4,POINT (123.53 26.864)
nowc_20240814000000_20240814000000_liden_20,2024-08-14 08:55:40.980,4,POINT (125.42 28.193)
nowc_20240814000000_20240814000000_liden_21,2024-08-14 08:56:01.010,4,POINT (123.621 26.873)
nowc_20240814000000_20240814000000_liden_22,2024-08-14 08:56:02.260,4,POINT (126.321 26.74)
nowc_20240814000000_20240814000000_liden_23,2024-08-14 08:56:12.930,4,POINT (125.487 28.165)
nowc_20240814000000_20240814000000_liden_24,2024-08-14 08:56:18.970,4,POINT (121.89 26.416)
nowc_20240814000000_20240814000000_liden_25,2024-08-14 08:56:23.750,4,POINT (123.648 27.742)
