id,obstimeJST,type,geometry
nowc_20240807000500_20240807000500_liden_0,2024-08-07 09:00:07.530,1,POINT (142.989 40.103)
nowc_20240807000500_20240807000500_liden_1,2024-08-07 09:00:11.630,0,POINT (143.404 37.883)
nowc_20240807000500_20240807000500_liden_2,2024-08-07 09:00:17.310,0,POINT (143.03 37.055)
nowc_20240807000500_20240807000500_liden_3,2024-08-07 09:00:26.560,1,POINT (139.929 34.124)
nowc_20240807000500_20240807000500_liden_4,2024-08-07 09:00:34.710,0,POINT (139.925 34.161)
nowc_20240807000500_20240807000500_liden_5,2024-08-07 09:00:47.200,1,POINT (142.964 40.102)
nowc_20240807000500_20240807000500_liden_6,2024-08-07 09:00:48.830,1,POINT (142.897 40.003)
nowc_20240807000500_20240807000500_liden_7,2024-08-07 09:00:51.900,0,POINT (143.4 37.876)
nowc_20240807000500_20240807000500_liden_8,2024-08-07 09:00:54.480,0,POINT (143.267 37.677)
nowc_20240807000500_20240807000500_liden_9,2024-08-07 09:00:59.940,1,POINT (143.096 37.067)
nowc_20240807000500_20240807000500_liden_10,2024-08-07 09:01:08.030,0,POINT (143.363 37.76)
nowc_20240807000500_20240807000500_liden_11,2024-08-07 09:01:14.220,1,POINT (143.194 37.416)
nowc_20240807000500_20240807000500_liden_12,2024-08-07 09:01:17.170,1,POINT (142.92 39.99)
nowc_20240807000500_20240807000500_liden_13,2024-08-07 09:01:19.410,0,POINT (143.088 37.037)
nowc_20240807000500_20240807000500_liden_14,2024-08-07 09:01:20.110,1,POINT (139.927 34.117)
nowc_20240807000500_20240807000500_liden_15,2024-08-07 09:01:26.840,0,POINT (142.973 40.118)
nowc_20240807000500_20240807000500_liden_16,2024-08-07 09:01:30.250,0,POINT (143.41 37.711)
nowc_20240807000500_20240807000500_liden_17,2024-08-07 09:01:43.060,0,POINT (142.879 40.152)
nowc_20240807000500_20240807000500_liden_18,2024-08-07 09:01:44.010,0,POINT (142.864 39.979)
nowc_20240807000500_20240807000500_liden_19,2024-08-07 09:01:44.980,1,POINT (143.173 37.397)
nowc_20240807000500_20240807000500_liden_20,2024-08-07 09:01:48.840,0,POINT (139.946 34.097)
nowc_20240807000500_20240807000500_liden_21,2024-08-07 09:01:56.590,1,POINT (143.064 37.046)
nowc_20240807000500_20240807000500_liden_22,2024-08-07 09:01:57.770,0,POINT (143.466 37.92)
nowc_20240807000500_20240807000500_liden_23,2024-08-07 09:02:05.690,1,POINT (143.623 38.411)
nowc_20240807000500_20240807000500_liden_24,2024-08-07 09:02:06.210,0,POINT (143.486 38.773)
nowc_20240807000500_20240807000500_liden_25,2024-08-07 09:02:06.420,0,POINT (143.415 38.822)
nowc_20240807000500_20240807000500_liden_26,2024-08-07 09:02:07.560,0,POINT (143.43 37.858)
nowc_20240807000500_20240807000500_liden_27,2024-08-07 09:02:08.600,0,POINT (142.949 40.084)
nowc_20240807000500_20240807000500_liden_28,2024-08-07 09:02:08.870,0,POINT (142.899 40.02)
nowc_20240807000500_20240807000500_liden_29,2024-08-07 09:02:14.290,0,POINT (143.063 37.048)
nowc_20240807000500_20240807000500_liden_30,2024-08-07 09:02:21.360,1,POINT (143.177 37.404)
nowc_20240807000500_20240807000500_liden_31,2024-08-07 09:02:40.520,1,POINT (142.875 40.711)
nowc_20240807000500_20240807000500_liden_32,2024-08-07 09:02:50.560,0,POINT (143.414 37.746)
nowc_20240807000500_20240807000500_liden_33,2024-08-07 09:02:51.110,0,POINT (143.334 37.639)
nowc_20240807000500_20240807000500_liden_34,2024-08-07 09:03:01.550,0,POINT (143.387 37.715)
nowc_20240807000500_20240807000500_liden_35,2024-08-07 09:03:02.940,0,POINT (139.918 34.109)
nowc_20240807000500_20240807000500_liden_36,2024-08-07 09:03:02.960,0,POINT (139.899 34.18)
nowc_20240807000500_20240807000500_liden_37,2024-08-07 09:03:08.350,0,POINT (143.238 37.661)
nowc_20240807000500_20240807000500_liden_38,2024-08-07 09:03:13.360,1,POINT (143.18 37.072)
nowc_20240807000500_20240807000500_liden_39,2024-08-07 09:03:13.360,1,POINT (143.095 37.087)
nowc_20240807000500_20240807000500_liden_40,2024-08-07 09:03:20.270,0,POINT (142.969 40.107)
nowc_20240807000500_20240807000500_liden_41,2024-08-07 09:03:20.880,0,POINT (142.942 40.098)
nowc_20240807000500_20240807000500_liden_42,2024-08-07 09:03:20.920,0,POINT (142.886 40.019)
nowc_20240807000500_20240807000500_liden_43,2024-08-07 09:03:27.250,1,POINT (142.881 39.684)
nowc_20240807000500_20240807000500_liden_44,2024-08-07 09:03:32.820,0,POINT (143.366 37.641)
nowc_20240807000500_20240807000500_liden_45,2024-08-07 09:03:34.650,0,POINT (143.256 37.672)
nowc_20240807000500_20240807000500_liden_46,2024-08-07 09:03:34.860,0,POINT (143.442 37.886)
nowc_20240807000500_20240807000500_liden_47,2024-08-07 09:03:46.000,1,POINT (142.976 40.095)
nowc_20240807000500_20240807000500_liden_48,2024-08-07 09:03:56.420,0,POINT (143.081 37.056)
nowc_20240807000500_20240807000500_liden_49,2024-08-07 09:03:58.070,0,POINT (143.308 37.711)
nowc_20240807000500_20240807000500_liden_50,2024-08-07 09:04:00.890,1,POINT (143.185 37.4)
nowc_20240807000500_20240807000500_liden_51,2024-08-07 09:04:18.880,0,POINT (143.079 37.047)
nowc_20240807000500_20240807000500_liden_52,2024-08-07 09:04:22.680,1,POINT (142.835 40.155)
nowc_20240807000500_20240807000500_liden_53,2024-08-07 09:04:22.680,1,POINT (142.957 40.147)
nowc_20240807000500_20240807000500_liden_54,2024-08-07 09:04:22.970,0,POINT (142.882 40.099)
